CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
716723658,Existing Customer,37,F,2,Post-Graduate,Single,Less than $40K,Blue,28,1,3,1,3525,1519,2006
710451708,Existing Customer,32,M,1,Graduate,Married,$40K - $60K,Blue,24,1,1,2,9711,972,8739
809540733,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,47,1,1,1,11358,1425,9933
716372358,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,47,1,2,1,6765,0,6765
710162133,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,36,1,3,6,4725,1253,3472
710878308,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,37,1,2,3,3699,913,2786
710262408,Existing Customer,29,M,1,Graduate,Married,$80K - $120K,Silver,36,1,2,1,34516,1666,32850
713975433,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,25,2,3,0,8851,1753,7098
771244383,Existing Customer,52,F,1,College,Unknown,Less than $40K,Blue,39,1,2,1,8506,0,8506
710405808,Existing Customer,48,M,2,Graduate,Divorced,Less than $40K,Blue,36,1,3,2,3442,1229,2213
715542783,Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,24,1,3,2,3731,0,3731
815840283,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,1,6,3,7744,1893,5851
788908308,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,2,3,2,5972,0,5972
789394833,Existing Customer,47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,1,2,2,21714,1969,19745
712609533,Existing Customer,32,M,1,Uneducated,Single,$80K - $120K,Blue,15,2,2,1,3371,1530,1841
710237283,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,2,1,1,9546,960,8586
770766633,Existing Customer,28,F,1,Post-Graduate,Single,Less than $40K,Blue,14,2,3,3,3848,0,3848
823837158,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,1,3,1,9199,1230,7969
712123008,Existing Customer,43,M,2,High School,Married,$60K - $80K,Blue,31,2,3,1,13381,1845,11536
711727083,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Blue,36,2,1,3,2833,1622,1211
720033033,Existing Customer,53,F,2,Post-Graduate,Single,Unknown,Blue,41,2,2,3,15101,1396,13705
787723758,Existing Customer,58,F,3,Unknown,Married,Less than $40K,Blue,48,2,1,2,3603,1465,2138
770926158,Existing Customer,51,F,0,Doctorate,Single,Less than $40K,Blue,38,2,2,2,4132,2517,1615
711360783,Existing Customer,39,F,0,College,Single,Less than $40K,Blue,36,1,2,2,4366,1870,2496
708285108,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128,2239,3889
713390433,Attrited Customer,44,M,3,Graduate,Unknown,$60K - $80K,Gold,29,2,3,2,34516,2517,31999
718096608,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,30,1,2,3,6882,1930,4952
719094333,Existing Customer,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,1,2,1,13490,1567,11923
813764283,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,2,1,2,17978,1820,16158
713398158,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821,1673,2148
711227883,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,21,2,3,3,3624,1641,1983
810040908,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,37,1,3,1,3787,824,2963
772640808,Existing Customer,38,F,1,College,Single,Less than $40K,Blue,28,2,2,2,4623,1366,3257
784907658,Existing Customer,36,M,2,High School,Married,$80K - $120K,Blue,30,2,1,2,4343,2220,2123
794692158,Existing Customer,43,F,3,High School,Unknown,$40K - $60K,Silver,25,1,2,1,17328,0,17328
718383183,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,39,2,1,1,3803,2437,1366
721156758,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,44,1,2,1,23889,603,23286
811793433,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516,2381,32135
712010358,Attrited Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,36,2,3,2,3999,0,3999
719420058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,26,1,2,1,11782,2177,9605
809459733,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,38,2,1,2,3220,0,3220
798783858,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,42,2,1,1,9742,2517,7225
711432258,Attrited Customer,55,M,3,Graduate,Single,$60K - $80K,Blue,46,2,4,2,4178,0,4178
721294533,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,34,1,1,1,34516,738,33778
718425333,Existing Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,32,1,1,3,26819,1657,25162
714294183,Attrited Customer,54,M,1,Graduate,Divorced,$80K - $120K,Blue,44,1,3,3,9580,132,9448
714637908,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,36,2,2,1,7940,1669,6271
712341933,Existing Customer,39,M,1,Graduate,Single,$60K - $80K,Gold,36,1,3,2,34516,1662,32854
708332808,Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,2,2,3471,0,3471
708354858,Attrited Customer,51,M,2,Unknown,Single,$120K +,Blue,42,2,4,2,14938,0,14938
766649283,Existing Customer,49,F,3,Graduate,Divorced,Unknown,Blue,42,2,2,3,14072,1917,12155
817951083,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,1,3,3,15928,1527,14401
708301683,Attrited Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798,1059,19739
713655108,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,45,2,3,1,9752,1423,8329
714560358,Existing Customer,53,M,1,Unknown,Single,$40K - $60K,Blue,45,1,2,1,3234,1514,1720
712113558,Attrited Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,36,4,3,3,24844,1273,23571
710603958,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,36,2,1,3,3090,0,3090
720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9943,2138,7805
713810658,Existing Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,36,1,2,3,3384,799,2585
721519908,Existing Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,1,2,1,3640,1419,2221
712025958,Existing Customer,42,M,4,Uneducated,Married,$80K - $120K,Silver,35,1,2,3,34516,1420,33096
794740458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Silver,39,1,2,3,10186,1608,8578
709814883,Existing Customer,45,F,2,High School,Single,Less than $40K,Platinum,36,1,3,1,15987,2262,13725
719767683,Attrited Customer,46,M,0,College,Single,$80K - $120K,Blue,39,2,3,3,16983,0,16983
715321008,Attrited Customer,39,M,2,Unknown,Married,$120K +,Blue,36,6,3,3,34516,2517,31999
710106933,Existing Customer,32,M,2,Uneducated,Single,$80K - $120K,Silver,20,2,3,3,34516,2136,32380
716655858,Existing Customer,38,M,2,High School,Single,$80K - $120K,Blue,31,1,3,2,34516,0,34516
778260108,Existing Customer,50,F,4,Unknown,Married,$40K - $60K,Blue,41,1,2,2,4268,1509,2759
713986908,Existing Customer,50,F,2,High School,Married,Unknown,Blue,40,2,3,2,10748,1084,9664
780042633,Attrited Customer,37,F,2,Unknown,Married,Unknown,Silver,21,2,2,2,31718,0,31718
713269533,Attrited Customer,42,M,2,College,Single,$80K - $120K,Blue,36,1,3,1,9959,2517,7442
713868033,Existing Customer,53,M,1,College,Married,$80K - $120K,Silver,36,2,2,2,34516,1484,33032
708103608,Existing Customer,52,M,1,High School,Single,$60K - $80K,Blue,45,1,5,1,11898,2517,9381
789684258,Attrited Customer,57,M,2,Post-Graduate,Single,$80K - $120K,Silver,43,2,3,3,34516,1847,32669
779067408,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,27,1,3,1,13056,1890,11166
712231308,Existing Customer,60,M,0,Graduate,Single,Less than $40K,Silver,47,1,1,3,14002,1413,12589
761079783,Attrited Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,33,5,3,6,5500,442,5058
787518258,Attrited Customer,49,M,3,Uneducated,Married,$120K +,Blue,38,2,3,3,8549,0,8549
717631908,Attrited Customer,56,M,2,Unknown,Married,Less than $40K,Blue,44,5,3,1,4390,0,4390
769396158,Attrited Customer,55,M,1,College,Single,$80K - $120K,Blue,43,2,2,3,24884,0,24884
713462508,Existing Customer,55,F,2,Graduate,Married,Unknown,Blue,41,1,1,1,3591,1760,1831
716717733,Attrited Customer,55,F,3,Uneducated,Single,Less than $40K,Blue,47,2,5,4,4841,859,3982
709383933,Attrited Customer,31,M,2,Unknown,Unknown,$80K - $120K,Blue,18,2,1,3,4246,2517,1729
717283008,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,2,1,2,7469,1378,6091
793449333,Existing Customer,54,M,2,Graduate,Divorced,$80K - $120K,Blue,48,2,3,2,29974,2114,27860
710873583,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,48,2,3,2,20724,2221,18503
718486608,Existing Customer,53,M,2,High School,Single,$120K +,Blue,36,2,2,2,21079,1431,19648
716748483,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3720,1569,2151
715113933,Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,2,3,2,11077,573,10504
711160233,Existing Customer,32,M,1,High School,Married,$40K - $60K,Blue,19,2,3,1,12024,0,12024
715714458,Attrited Customer,48,M,5,Graduate,Single,$40K - $60K,Blue,38,2,3,3,4446,0,4446
709615458,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,44,2,1,3,34516,862,33654
719955558,Existing Customer,32,M,0,Unknown,Married,Less than $40K,Silver,24,2,2,3,11511,0,11511
713072358,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Silver,31,2,1,3,34516,1356,33160
721402233,Existing Customer,42,M,3,Uneducated,Married,$120K +,Blue,28,2,3,1,19192,1507,17685
713691633,Existing Customer,29,M,0,Post-Graduate,Married,Less than $40K,Blue,36,1,1,1,3076,0,3076
708866133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,32,2,1,2,4196,1331,2865
757256358,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,38,1,3,3,3243,1580,1663
784868958,Existing Customer,56,F,1,High School,Married,Unknown,Blue,49,1,2,1,17542,2517,15025
710845308,Existing Customer,46,M,4,High School,Married,$80K - $120K,Blue,36,2,2,1,32949,1190,31759
719368533,Existing Customer,41,F,2,Doctorate,Married,Unknown,Silver,28,1,3,3,32250,1289,30961
718337733,Existing Customer,50,F,2,Graduate,Married,Unknown,Gold,40,2,1,1,34516,1826,32690
715132758,Existing Customer,52,F,2,College,Divorced,$40K - $60K,Gold,43,2,2,3,23981,2114,21867
712556433,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,43,1,2,3,4090,1649,2441
718947558,Existing Customer,32,F,0,High School,Single,Unknown,Blue,21,2,3,1,4251,2295,1956
710303208,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,40,2,1,1,4119,2517,1602
804158583,Existing Customer,60,M,1,High School,Married,Less than $40K,Silver,55,2,2,3,13399,1456,11943
711720408,Existing Customer,44,F,0,Unknown,Married,Less than $40K,Blue,34,1,3,3,9070,1273,7797
715808808,Existing Customer,48,F,4,Uneducated,Married,Unknown,Blue,36,2,6,1,7469,1216,6253
715076358,Attrited Customer,57,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,3,3,23714,0,23714
718343058,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,40,1,2,3,5240,2517,2723
769667583,Attrited Customer,34,M,3,Post-Graduate,Single,$40K - $60K,Blue,28,2,3,2,3744,0,3744
709013208,Existing Customer,40,M,2,Uneducated,Single,$80K - $120K,Blue,36,2,2,1,15594,1690,13904
716004258,Existing Customer,45,M,4,High School,Single,$60K - $80K,Blue,35,1,1,3,8449,2092,6357
715645908,Attrited Customer,59,M,0,High School,Single,$80K - $120K,Gold,48,5,2,6,34516,0,34516
717724233,Existing Customer,43,M,3,Unknown,Unknown,$80K - $120K,Blue,28,2,1,3,9959,734,9225
719850933,Existing Customer,30,M,2,College,Single,$60K - $80K,Blue,36,1,3,3,4192,1734,2458
790131033,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,31,2,6,3,3416,2517,899
721211433,Existing Customer,42,M,4,Doctorate,Single,$60K - $80K,Blue,31,2,2,2,3322,0,3322
721290708,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,30,1,3,2,14217,1816,12401
712107783,Existing Customer,49,M,4,College,Single,$60K - $80K,Blue,35,1,2,2,17350,1817,15533
818960133,Existing Customer,58,M,4,High School,Married,$60K - $80K,Blue,53,1,3,0,13784,698,13086
713560758,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,2,3,3181,2087,1094
718579833,Existing Customer,39,F,3,Graduate,Unknown,Less than $40K,Blue,26,2,2,1,5325,2488,2837
778643733,Attrited Customer,48,F,1,Uneducated,Single,$40K - $60K,Gold,28,3,2,1,23981,1454,22527
770977833,Existing Customer,36,M,2,Graduate,Married,Less than $40K,Blue,23,2,2,3,3920,0,3920
708721533,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,36,2,1,2,5158,1148,4010
772300383,Existing Customer,57,F,2,Unknown,Married,$40K - $60K,Blue,46,3,1,3,5073,1533,3540
751155783,Existing Customer,47,F,2,High School,Married,$40K - $60K,Blue,40,2,1,3,4074,1868,2206
768457008,Existing Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,21,2,3,1,10284,787,9497
794494308,Existing Customer,42,M,3,Uneducated,Married,$120K +,Platinum,23,3,4,3,34516,2070,32446
710980383,Attrited Customer,53,M,3,High School,Single,$80K - $120K,Silver,33,2,2,3,34516,0,34516
716663808,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,3,3,1,3999,721,3278
712912233,Existing Customer,50,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,3,4,1,3468,2221,1247
717992433,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,39,3,1,2,11900,1796,10104
709971708,Attrited Customer,51,F,1,High School,Single,Unknown,Blue,41,3,3,2,9701,0,9701
715600533,Existing Customer,61,M,0,Graduate,Single,$80K - $120K,Gold,50,3,3,3,34516,1357,33159
710153583,Attrited Customer,30,F,0,Uneducated,Married,Less than $40K,Blue,13,3,1,3,6075,0,6075
794132808,Existing Customer,60,M,0,Uneducated,Married,$40K - $60K,Blue,54,3,3,3,13035,1285,11750
720565458,Attrited Customer,43,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,2,3,3,17306,0,17306
715496058,Attrited Customer,41,F,4,Uneducated,Single,Less than $40K,Gold,36,3,3,3,15987,0,15987
709015833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Silver,36,3,3,2,34516,0,34516
718612758,Existing Customer,36,M,2,High School,Married,$120K +,Blue,36,3,1,2,34516,939,33577
712438308,Existing Customer,27,F,1,High School,Married,Unknown,Blue,15,2,1,2,7469,0,7469
716238483,Attrited Customer,59,M,0,College,Married,$80K - $120K,Blue,50,3,2,3,12918,2352,10566
718297683,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,50,1,0,3,4085,0,4085
712206033,Existing Customer,55,M,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,3705,1355,2350
710904708,Existing Customer,56,F,1,High School,Married,Less than $40K,Blue,43,3,1,1,5319,921,4398
711190233,Existing Customer,34,M,3,Graduate,Married,$40K - $60K,Blue,36,3,2,1,4549,990,3559
710535708,Existing Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,39,2,3,1,15894,1293,14601
794573883,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Silver,16,3,3,1,17894,2517,15377
719118708,Attrited Customer,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855,0,5855
790201158,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Silver,54,2,2,3,13062,1731,11331
779333883,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,33,3,3,3,7428,0,7428
719805183,Existing Customer,39,M,2,College,Married,Less than $40K,Blue,19,3,3,2,8848,961,7887
721220583,Existing Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,41,3,1,3,7362,1176,6186
779685558,Existing Customer,53,M,5,Graduate,Single,$120K +,Gold,36,2,4,1,34516,2088,32428
713965683,Existing Customer,35,M,3,Post-Graduate,Married,$80K - $120K,Blue,28,3,1,2,4380,0,4380
710667708,Existing Customer,47,M,2,Uneducated,Single,$60K - $80K,Blue,36,3,3,2,12510,1871,10639
718979733,Existing Customer,52,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,2,23712,2195,21517
712104333,Existing Customer,57,F,2,Doctorate,Single,Less than $40K,Blue,44,2,2,3,9149,1254,7895
793560033,Existing Customer,47,F,3,Uneducated,Single,Unknown,Silver,33,2,2,3,34516,1930,32586
779920533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,41,3,3,2,3784,2517,1267
717480783,Existing Customer,39,M,1,High School,Single,$80K - $120K,Blue,29,3,1,2,9680,2101,7579
709066983,Existing Customer,50,M,4,High School,Married,$120K +,Blue,41,2,2,2,34516,2353,32163
718528008,Existing Customer,60,F,1,High School,Married,Less than $40K,Blue,47,2,3,1,3845,1460,2385
712390683,Existing Customer,41,M,2,Uneducated,Single,$40K - $60K,Blue,27,2,3,1,13409,1255,12154
826245858,Attrited Customer,50,M,2,Graduate,Single,$80K - $120K,Silver,40,3,4,6,34516,0,34516
712966458,Existing Customer,51,M,0,Unknown,Married,$80K - $120K,Blue,36,3,2,3,8065,0,8065
709467183,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,40,3,3,2,20501,561,19940
710529708,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,36,3,3,1,23260,1476,21784
789817833,Attrited Customer,44,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,3,2,9073,2466,6607
712363158,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,24,3,2,1,20101,1299,18802
717060858,Attrited Customer,31,M,0,Graduate,Married,Less than $40K,Blue,36,3,2,3,6911,2517,4394
718060983,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,2,3423,2186,1237
711600033,Existing Customer,40,F,3,College,Single,Less than $40K,Silver,36,2,1,0,10729,0,10729
709910733,Existing Customer,49,F,4,High School,Single,Unknown,Silver,30,2,3,2,34516,1963,32553
757291008,Attrited Customer,46,M,4,Unknown,Married,$80K - $120K,Blue,39,3,3,2,34516,289,34227
819376683,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,28570,2027,26543
720458883,Existing Customer,29,M,1,High School,Married,$60K - $80K,Blue,16,3,2,1,12495,2517,9978
708963258,Attrited Customer,46,M,3,College,Married,$60K - $80K,Blue,39,3,3,2,13344,1907,11437
711746133,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,37,4,3,2,32563,0,32563
715249533,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,36,3,2,2,3375,0,3375
708522033,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,36,2,2,1,12299,1664,10635
708496833,Attrited Customer,60,M,1,High School,Single,Less than $40K,Blue,50,4,4,5,4613,0,4613
717464958,Existing Customer,55,F,2,Doctorate,Married,Less than $40K,Silver,36,3,2,1,10858,0,10858
751166508,Existing Customer,57,M,3,Post-Graduate,Single,$80K - $120K,Blue,50,3,1,1,34516,2293,32223
795218883,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,41,2,3,3,4207,1556,2651
710856558,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,1,3336,1889,1447
721107258,Existing Customer,45,F,5,Unknown,Unknown,Less than $40K,Blue,37,2,2,2,5465,1967,3498
716457783,Existing Customer,55,F,1,College,Single,Less than $40K,Silver,36,3,1,3,12633,1661,10972
710810883,Existing Customer,39,M,1,College,Single,$80K - $120K,Blue,36,3,1,3,34516,1260,33256
710895708,Attrited Customer,35,F,0,Doctorate,Married,Less than $40K,Blue,27,2,3,2,3876,0,3876
789200208,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,29,2,3,3,3326,2181,1145
718578708,Existing Customer,49,M,4,Post-Graduate,Single,$120K +,Silver,38,3,3,1,34516,1562,32954
719859033,Attrited Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,20,2,2,2,3264,0,3264
713036208,Existing Customer,46,M,1,Graduate,Married,$40K - $60K,Blue,27,2,2,2,6903,2091,4812
771769383,Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,31,2,3,2,2940,0,2940
718316058,Existing Customer,51,M,1,Uneducated,Married,$60K - $80K,Blue,38,3,3,1,13731,1375,12356
710155983,Attrited Customer,52,M,1,Unknown,Single,$40K - $60K,Blue,36,3,3,4,4826,0,4826
779571708,Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259,0,4259
718042383,Existing Customer,38,M,1,Uneducated,Unknown,$40K - $60K,Blue,18,3,3,3,3523,1379,2144
710244108,Existing Customer,44,M,3,College,Married,$60K - $80K,Gold,34,3,1,3,34516,1543,32973
806649333,Existing Customer,47,F,4,High School,Unknown,Unknown,Blue,42,3,3,2,16998,1404,15594
789280683,Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,45,2,2,3,11714,898,10816
713318733,Attrited Customer,32,M,0,College,Single,$60K - $80K,Blue,24,3,2,3,4097,0,4097
709611183,Attrited Customer,41,F,3,High School,Married,Less than $40K,Blue,31,3,3,3,3952,0,3952
712441308,Attrited Customer,41,F,4,Unknown,Single,Unknown,Blue,25,2,2,3,29295,0,29295
709315383,Existing Customer,31,F,0,Post-Graduate,Single,Unknown,Blue,36,3,3,1,26423,0,26423
710141208,Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,1,3196,1817,1379
711684408,Attrited Customer,50,F,0,Graduate,Married,Less than $40K,Blue,38,2,3,1,4935,1574,3361
758331483,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Silver,24,2,2,2,34516,984,33532
715825458,Attrited Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,36,3,3,2,12933,2239,10694
708248358,Existing Customer,42,M,4,Graduate,Unknown,$60K - $80K,Silver,30,3,1,3,29937,0,29937
779808333,Existing Customer,48,F,2,Graduate,Single,Less than $40K,Blue,38,2,1,2,8881,1901,6980
715989108,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,42,3,3,3,27514,1834,25680
714912408,Existing Customer,45,M,2,Uneducated,Married,$80K - $120K,Blue,37,3,1,1,32275,1845,30430
827683383,Existing Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,44,3,2,1,4107,2517,1590
719595708,Existing Customer,53,F,2,High School,Married,Unknown,Blue,47,3,1,1,7469,1294,6175
711566208,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,2,5023,1857,3166
711161133,Attrited Customer,36,F,2,Unknown,Single,Less than $40K,Blue,36,2,3,3,6071,0,6071
715052583,Existing Customer,45,M,3,Doctorate,Single,$60K - $80K,Silver,34,3,3,1,27494,879,26615
714586458,Existing Customer,41,F,1,High School,Divorced,Less than $40K,Blue,36,2,3,1,7106,2031,5075
711523533,Existing Customer,43,M,5,Post-Graduate,Single,$60K - $80K,Blue,31,3,3,1,17230,1805,15425
756658083,Existing Customer,49,M,4,Post-Graduate,Single,$80K - $120K,Blue,42,3,2,1,30885,2018,28867
709247808,Existing Customer,53,F,1,Unknown,Unknown,Less than $40K,Blue,43,2,2,2,3629,2517,1112
713242383,Attrited Customer,39,M,2,Uneducated,Married,$120K +,Silver,19,2,1,2,34516,796,33720
717135333,Existing Customer,50,F,1,Graduate,Single,Unknown,Blue,36,3,2,2,17970,1390,16580
716150358,Existing Customer,38,M,3,Graduate,Married,Less than $40K,Silver,27,3,2,3,10343,2070,8273
717457008,Attrited Customer,43,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,9267,0,9267
711822933,Existing Customer,55,F,2,College,Married,$40K - $60K,Blue,45,2,3,3,2985,1651,1334
803968233,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Silver,34,3,3,3,14386,2517,11869
779037408,Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,19,2,3,3,3581,694,2887
709007883,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,28,2,2,3,3079,1267,1812
714635883,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,37,3,3,2,3594,1996,1598
779914383,Existing Customer,34,M,1,Uneducated,Married,$60K - $80K,Blue,18,3,2,2,10488,1636,8852
712841883,Attrited Customer,50,M,3,College,Single,$80K - $120K,Silver,36,3,3,2,34516,2517,31999
719582058,Attrited Customer,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,2,3,24001,1629,22372
708387933,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,37,2,1,2,5500,0,5500
717251508,Existing Customer,37,M,1,Uneducated,Married,$120K +,Blue,17,1,1,3,34516,0,34516
710699283,Existing Customer,46,M,2,Graduate,Single,$120K +,Blue,28,1,1,1,7790,1921,5869
709141908,Existing Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,2,3,1,10301,2451,7850
720356133,Existing Customer,48,F,4,High School,Single,Unknown,Blue,36,2,3,1,23939,1419,22520
717788958,Existing Customer,31,M,0,Graduate,Divorced,$80K - $120K,Blue,19,1,1,2,21615,570,21045
778563858,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,33,1,1,1,8712,991,7721
711096633,Attrited Customer,37,F,2,Uneducated,Unknown,Less than $40K,Silver,29,5,2,6,12203,0,12203
716816583,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,48,1,3,1,15483,2148,13335
719841708,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356,2031,18325
708555633,Existing Customer,32,F,1,High School,Single,Less than $40K,Blue,16,2,3,1,3548,2517,1031
714638883,Existing Customer,31,M,0,Graduate,Single,$40K - $60K,Blue,36,2,3,3,4661,1835,2826
809147283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Gold,38,2,2,1,15987,1372,14615
708197358,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543,264,30279
757247808,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,35,2,4,3,5230,2517,2713
820922733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,38,2,1,2,34516,0,34516
807977808,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,34,1,3,3,3246,2517,729
712863183,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,38,2,3,3,10018,829,9189
778825908,Existing Customer,43,F,2,Unknown,Single,Less than $40K,Silver,24,1,1,3,10272,1523,8749
713379258,Existing Customer,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097,1293,2804
710232483,Existing Customer,49,F,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846,2162,17684
710170758,Attrited Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,25,6,2,2,4469,2331,2138
803421108,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,43,1,2,2,20701,2517,18184
