CLIENTNUM,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_1,Naive_Bayes_Classifier_2
802795608,0.622,4981,82,0.864,0.367,0.00017486,0.99983
787452333,0.801,2870,36,0.5,0,0.98429,0.01571
709520058,0.482,2028,43,0.303,0,0.99179,0.00821
819690933,0.767,4059,80,0.778,0.053,0.00010182,0.9999
820694133,0.703,2412,38,0.52,0,0.98723,0.01277
711800658,0.577,2465,42,0.355,0,0.99673,0.00326528
717722958,0.81,4277,71,0.69,0.29,0.00019191,0.99981
712279683,0.654,2740,52,0.625,0,0.99683,0.00317458
716606733,0.735,4833,85,0.667,0.675,0.00017969,0.99982
716060358,0.917,4952,82,0.745,0.198,0.00011382,0.99989
709158333,0.58,4244,96,0.778,0.167,0.000072,0.99993
721113333,0.811,4751,93,0.86,0,0.00016428,0.99984
712620858,0.942,4572,60,0.935,0.233,0.00017274,0.99983
712855683,0.781,4906,89,0.561,0.399,0.00013393,0.99987
715463133,0.706,3699,64,0.488,0.041,0.000093,0.99991
716551533,0.718,4779,86,0.792,0.766,0.0000845,0.99992
771220758,0.728,4614,83,0.694,0.725,0.0000827,0.99992
709920258,1.026,4531,73,0.738,0.19,0.0000961,0.9999
708959583,0.533,3415,84,0.556,0.077,0.00011065,0.99989
712510833,0.765,4121,81,0.723,0.091,0.00030519,0.99969
710840433,0.6,3339,51,0.962,0.222,0.0000845,0.99992
712853358,0.583,2216,44,0.833,0,0.99452,0.00548
788502858,0.699,4431,68,0.581,0.195,0.0000692,0.99993
721139808,0.619,3889,80,0.86,0.461,0.0000712,0.99993
711375558,0.754,4540,78,0.857,0.564,0.00011153,0.99989
713798958,0.564,4643,87,0.812,0.735,0.00012373,0.99988
709362033,0.624,2253,48,0.455,0,0.99686,0.00314223
719860308,0.663,2418,48,0.778,0,0.99671,0.00329379
714443058,0.2,1664,39,0.5,0,0.99701,0.00299329
716315508,0,1339,32,0,0.779,0.99855,0.00144667
717651333,0.701,4562,67,0.634,0.669,0.00010848,0.99989
798489258,0.824,5557,82,1,0.323,0.00010469,0.9999
710742408,0.858,4518,93,0.788,0.952,0.0000901,0.99991
812089383,0.79,4426,88,0.66,0.62,0.00021724,0.99978
711968358,0.551,4153,77,0.925,0.539,0.000072,0.99993
794227308,0.64,4493,79,0.881,0.14,0.0000901,0.99991
719845908,0.812,4803,83,0.804,0,0.0000988,0.9999
716851908,0.809,4784,70,0.75,0.539,0.00034328,0.99966
720599658,0.57,5104,75,0.63,0,0.0000708,0.99993
720401658,0.609,1985,38,0.407,0.716,0.99892,0.0010775
827442858,0.999,3719,69,0.643,0.253,0.00010943,0.99989
779034708,0.645,4939,71,0.972,0.09,0.0001347,0.99987
718806783,0.869,2629,41,0.64,0.124,0.99143,0.00857
714484008,0.424,2138,41,0.577,0,0.99487,0.00513
719176308,0.618,2120,43,0.593,0,0.99452,0.00548
769662033,0.729,5025,85,0.735,0,0.00018612,0.99981
721020858,0.622,4220,66,0.61,0.614,0.00010387,0.9999
714630858,0.543,2383,39,0.444,0.312,0.99427,0.00573
710838108,0.572,4317,72,0.714,0.817,0.0001311,0.99987
712662783,0.512,2577,57,0.629,0.664,0.99896,0.00103551
713160258,0.642,4349,90,0.731,0.67,0.00019143,0.99981
778163508,0.673,4938,70,0.892,0.199,0.0000535,0.99995
713785608,0.962,4918,63,0.75,0,0.00026001,0.99974
779905008,0.856,2660,41,0.323,0,0.9863,0.0137
789491058,0.73,4570,82,0.952,0,0.00011377,0.99989
793736958,0.605,4410,86,0.72,0.073,0.0000692,0.99993
720961383,0.82,2907,60,0.875,0,0.99819,0.00181217
714202008,0.47,2115,42,0.448,0.642,0.99431,0.00569
721479108,0.71,3332,64,0.882,0,0.0000894,0.99991
715549158,0.734,4769,84,0.826,0,0.0000394,0.99996
710308983,0.586,4148,83,0.66,0.766,0.0000961,0.9999
710981583,0.755,5131,86,0.72,0.261,0.0000625,0.99994
712704933,0.601,2227,41,0.464,0,0.99677,0.00323086
716165508,0.585,4498,94,0.649,0,0.0000342,0.99997
710630583,0.624,3738,77,0.604,0.616,0.0000335,0.99997
709571958,0.735,4401,65,0.667,0,0.0000551,0.99994
790115358,0.796,4588,77,0.791,0.559,0.0000605,0.99994
715904433,0.453,2055,46,0.314,0,0.99458,0.00542
709078908,0.94,4926,89,0.816,0.581,0.00019311,0.99981
717541308,0.704,4838,85,0.735,0.554,0.00019143,0.99981
779916408,0.835,4934,70,0.628,0,0.00018864,0.99981
714979383,0.636,5255,77,0.833,0.6,0.00011811,0.99988
711691608,0.629,2450,49,0.531,0.85,0.99686,0.00314112
788930358,0.739,3891,81,1.025,0.671,0.00011605,0.99988
716351208,0.57,4175,77,1.026,0.615,0.00019191,0.99981
708266883,0.713,2312,35,0.25,0,0.9948,0.0052
718858683,0.665,4511,76,0.767,0,0.00016883,0.99983
771617883,0.929,4904,82,0.673,0.595,0.00011065,0.99989
718001508,0.657,4377,84,0.867,0.744,0.0000572,0.99994
708995283,1.122,4871,75,1.027,0.22,0.000087,0.99991
721173183,0.795,4984,85,0.667,0.794,0.0000566,0.99994
711102858,0.304,1618,34,0.097,0.274,0.9964,0.00359603
711722808,0.707,2520,40,0.429,0,0.99686,0.00314112
787466808,0.735,5329,82,0.745,0.836,0.00018057,0.99982
716116383,0.765,4682,77,0.711,0.495,0.0000708,0.99993
713257083,0.518,4343,66,0.737,0.624,0.00012505,0.99987
772661808,0.703,5051,83,0.66,0.284,0.0000572,0.99994
713382558,0.868,4304,81,0.761,0.462,0.0000556,0.99994
717596883,0.859,5270,78,1,0.223,0.00015435,0.99985
712993008,0.809,4533,68,0.889,0.493,0.00011192,0.99989
824763783,0.623,4251,76,0.767,0.426,0.00015971,0.99984
771730758,1.011,4443,75,1.083,0,0.00016413,0.99984
780265458,0.563,4466,85,0.889,0.408,0.00011703,0.99988
714256758,0.528,4347,66,0.535,0,0.0000365,0.99996
710292333,0.896,2618,52,0.576,0,0.99808,0.00191647
712171158,0.879,4986,79,0.795,0,0.0000323,0.99997
787339158,0.426,2361,41,0.464,0,0.99556,0.00444033
788782008,0.658,4146,69,0.533,0,0.00023636,0.99976
714848958,0.494,2315,43,0.303,0.059,0.98751,0.01249
714987633,0.68,4026,53,0.828,0.412,0.00019864,0.9998
717684858,0.463,5002,60,0.5,0.06,0.00032275,0.99968
767376483,0.691,5176,91,0.784,0,0.00027607,0.99972
709901058,0.557,4185,80,0.778,0.521,0.0000626,0.99994
823149483,0.769,4643,76,0.617,0,0.00037316,0.99963
780073158,0.597,4455,85,0.604,0.303,0.0000277,0.99997
779998083,0.682,4069,66,0.737,0.224,0.00019311,0.99981
713144208,0.52,2053,49,0.485,0.057,0.99808,0.00191756
771594783,0.859,2264,37,0.423,0,0.99825,0.00175321
816613158,0.57,4117,69,0.643,0.592,0.00014734,0.99985
770774133,0.615,4826,70,0.667,0.035,0.00017949,0.99982
712300683,0.824,4897,96,0.778,0,0.0000644,0.99994
714536208,0.648,4203,73,0.872,0.677,0.00020424,0.9998
784880958,0.579,3776,84,0.826,0.418,0.00011377,0.99989
713784558,0.717,4833,77,0.75,0.268,0.00017969,0.99982
719305608,0.845,2447,47,0.621,0.81,0.99673,0.00326528
720190083,0.621,2509,47,0.424,0,0.9983,0.00169532
708323208,0.482,2241,36,0.8,0,0.99714,0.00286097
781183233,0.664,3805,79,0.795,0.733,0.0000335,0.99997
718825908,0.565,4575,78,0.592,0.381,0.0000451,0.99995
716963283,0.748,2751,49,1.042,0.795,0.99499,0.00501
714924483,0.611,4226,92,0.736,0.503,0.00018558,0.99981
779922183,0.55,4758,81,0.723,0.879,0.00010386,0.9999
719449533,0.751,2386,49,0.485,0.86,0.99513,0.00487126
712559058,0.828,4765,76,0.767,0.073,0.00015005,0.99985
717853233,0.814,4772,76,0.9,0.214,0.0000901,0.99991
790069233,0.77,4289,72,0.674,0,0.0000556,0.99994
794576058,0.668,4070,76,0.49,0.158,0.00019864,0.9998
779877858,1.06,4428,80,0.778,0.645,0.00017488,0.99983
772334133,0.709,4583,86,0.911,0,0.000087,0.99991
714139308,0.895,4722,81,0.841,0,0.00012927,0.99987
806634783,0.843,4267,75,0.596,0.411,0.00017488,0.99983
720101658,0.783,4614,70,1,0.325,0.0000473,0.99995
719925483,0.7,4531,88,0.833,0.48,0.0000348,0.99997
719572833,0.672,5440,83,0.66,0.555,0.00011811,0.99988
720729108,0.84,5373,87,0.776,0.243,0.0000647,0.99994
819214233,0.642,5138,84,0.68,0,0.00011811,0.99988
718896108,0.885,5014,84,0.909,0,0.0000335,0.99997
713723433,0.57,4188,79,0.881,0,0.0000944,0.99991
708514383,0.9,4314,81,0.976,0.308,0.0000198,0.99998
716961033,0.539,3630,78,0.696,0.611,0.00030516,0.99969
778819083,0.644,2264,47,0.516,0,0.99772,0.00227837
714773508,0.721,2532,43,0.483,0.215,0.9971,0.00290471
814181433,0.636,4242,64,0.73,0.43,0.00018054,0.99982
711984633,0.599,4373,89,0.935,0.839,0.00019864,0.9998
710662158,0.434,2051,41,1.05,0.073,0.00034872,0.99965
711356733,0.951,4667,90,0.8,0.218,0.00021724,0.99978
711456108,0.786,2488,44,0.692,0.569,0.99714,0.00285845
780727833,0.622,4526,95,0.638,0.779,0.00036878,0.99963
771471708,0.973,5097,77,0.833,0.577,0.0000926,0.99991
714320358,1.009,4126,56,0.931,0.501,0.0000535,0.99995
720700008,0.625,4686,81,0.761,0.495,0.0000845,0.99992
713027058,0.568,2595,31,0.409,0,0.99657,0.00342939
778228458,1.043,4943,70,0.489,0.768,0.00032275,0.99968
781137783,0.818,2478,43,0.433,0.079,0.99808,0.00191647
719821908,0.882,2752,43,0.433,0,0.98167,0.01833
720537633,0.842,4961,85,0.635,0.702,0.00016289,0.99984
712378983,0.709,2599,61,0.848,0.127,0.99863,0.00137244
763681908,0.86,5674,78,0.857,0.159,0.0000783,0.99992
721164483,0.563,4894,84,0.826,0.446,0.0000901,0.99991
715447008,0.678,5119,83,0.766,0.606,0.00018665,0.99981
769676358,0.842,5066,76,0.9,0.91,0.0000535,0.99995
710487033,0.926,4445,78,0.773,0,0.00029408,0.99971
714197133,0.526,2811,52,0.3,0,0.99674,0.00326498
718488783,0.532,4821,66,0.65,0.354,0.00011483,0.99989
715663458,0.717,5016,88,0.66,0.287,0.00012505,0.99987
717865008,0.747,4425,81,1.077,0.325,0.0000343,0.99997
771400608,0.915,4727,76,0.949,0.168,0.0000551,0.99994
708148158,0.563,4207,86,0.792,0,0.00020735,0.99979
720589008,0.678,4317,83,0.886,0.391,0.00027008,0.99973
784795083,1.05,4794,73,0.921,0,0.0000845,0.99992
809844108,0.792,4775,78,0.66,0,0.0000481,0.99995
711521958,0.615,4660,68,0.619,0.948,0.00012511,0.99987
711833508,0.913,4643,89,0.745,0,0.00017486,0.99983
713146683,0.916,5473,79,0.756,0,0.00016413,0.99984
716968683,0.672,5157,72,0.946,0.134,0.00019213,0.99981
716279508,0.869,2639,46,0.643,0.734,0.99674,0.00326498
771336783,0.61,4351,81,0.688,0.765,0.00018145,0.99982
717502083,0.903,2718,44,0.63,0,0.99653,0.00346592
714843483,0.665,5063,83,0.93,0.208,0.0000588,0.99994
709745508,0.376,2140,40,0.429,0,0.99752,0.00248146
711382458,0.713,2389,49,0.361,0,0.99892,0.00108299
712190358,0.762,5199,73,0.738,0.978,0.00019396,0.99981
788805858,0.758,4997,89,0.712,0.558,0.00010944,0.99989
709102458,0.618,2607,41,0.367,0,0.99885,0.00115006
712533708,0.63,4894,85,0.977,0,0.000095,0.99991
720326733,0.623,3761,58,0.657,0.053,0.00010848,0.99989
713605908,0.569,3863,69,0.643,0.038,0.0000345,0.99997
711598533,0.55,3607,75,0.471,0.406,0.00017468,0.99983
795855258,0.707,5045,82,0.745,0,0.0001834,0.99982
826783233,0.7,4750,89,0.978,0.731,0.00018145,0.99982
789228108,0.743,4378,86,0.654,0.144,0.00020077,0.9998
785230083,0.883,4905,80,0.739,0.708,0.0000706,0.99993
807946833,0.735,2771,36,0.5,0,0.99671,0.00329379
711011508,0.675,4387,91,0.655,0.476,0.00018665,0.99981
718632933,0.762,4731,71,0.651,0,0.00011057,0.99989
717284133,0.75,4520,84,0.68,0.725,0.00017468,0.99983
711701058,0.802,4892,94,0.593,0.134,0.00018141,0.99982
712228458,0.757,4302,63,0.5,0.042,0.00011924,0.99988
717146208,0.703,2828,50,1.083,0.591,0.9983,0.0017046
719028783,0.506,4486,74,0.682,0,0.00028395,0.99972
713274183,0.652,4182,85,0.848,0.284,0.000087,0.99991
789218433,0.761,4528,86,0.686,0,0.00020516,0.99979
790139583,1.155,4386,64,0.778,0.557,0.0000589,0.99994
720218658,0.446,4501,96,0.714,0.224,0.00011192,0.99989
747074058,0.699,4758,81,0.5,0.23,0.0000757,0.99992
719170683,0.697,4401,73,0.698,0,0.00019751,0.9998
708753633,0.712,4462,77,0.638,0,0.0000499,0.99995
710780883,0.86,4610,78,0.773,0.597,0.00020321,0.9998
785237958,0.825,2661,35,0.296,0,0.99672,0.00328158
711333933,0.88,4586,72,0.756,0.552,0.0000406,0.99996
710797833,0.717,4360,95,0.696,0.414,0.0001857,0.99981
720154533,0.964,5063,78,0.733,0.68,0.00018864,0.99981
719123958,0.588,2137,45,0.552,0,0.99549,0.00451007
780942633,0.506,3552,68,0.619,0.38,0.0000944,0.99991
720034983,0.51,4258,68,0.838,0,0.0000283,0.99997
717307158,0.925,5331,79,0.612,0.709,0.00010566,0.99989
708876183,0.537,3722,69,0.725,0,0.0001483,0.99985
712660308,0.736,2472,40,0.429,0,0.99639,0.00360858
715958583,0.563,3588,63,0.432,0.567,0.00011065,0.99989
771546708,0.74,5013,81,1.025,0,0.0000686,0.99993
711252258,0.745,4148,54,0.862,0.627,0.00016413,0.99984
772585008,0.77,5111,90,0.667,0.608,0.0001106,0.99989
751143858,0.701,4636,91,0.82,0.326,0.0000303,0.99997
708824958,0.682,4265,63,0.615,0,0.0000562,0.99994
819612933,0.559,5472,70,0.591,0,0.0003139,0.99969
712804383,0.49,4684,82,0.907,0.557,0.000046,0.99995
790149483,0.807,4195,89,0.854,0.173,0.00032275,0.99968
712121508,0.751,5200,89,0.679,0,0.0000448,0.99996
778853358,0.861,4783,91,0.685,0,0.00025239,0.99975
716512383,0.742,4817,87,0.776,0.894,0.00010545,0.99989
823548858,0.823,2585,48,0.714,0.031,0.99835,0.00165082
712144158,0.562,2164,45,0.607,0.492,0.99556,0.00444033
824560758,0.676,2475,61,0.694,0,0.99814,0.00186317
757710783,0.721,2516,63,0.575,0,0.99447,0.00553
713081583,0.873,4647,86,0.911,0.541,0.00022068,0.99978
710481333,0.513,2272,57,0.541,0.6,0.9989,0.00109664
721060083,0.661,4653,71,0.614,0.261,0.0000335,0.99997
713759583,0.801,4883,71,0.614,0.574,0.0000335,0.99997
717547383,0.736,4233,77,0.791,0.482,0.00010848,0.99989
711683358,0.561,2135,44,0.419,0,0.99808,0.00191647
710044308,0.544,2480,47,0.567,0.607,0.00011937,0.99988
713101383,0.618,5402,87,0.611,0,0.0000365,0.99996
757685733,0.644,5066,75,0.786,0.665,0.00011382,0.99989
717823383,0.734,4268,81,0.8,0.537,0.00010679,0.99989
796029483,0.657,3890,78,0.66,0.361,0.00018665,0.99981
710099358,0.806,4935,92,0.804,0,0.00011192,0.99989
713872008,0.655,4656,72,0.636,0.608,0.000099,0.9999
788802483,0.658,4766,87,0.582,0.567,0.00020424,0.9998
817988433,0.552,4097,78,0.592,0.146,0.00012982,0.99987
823554783,0.797,5022,85,0.771,0,0.0000935,0.99991
710643183,0.588,4163,83,0.804,0.366,0.0001861,0.99981
779859558,0.46,2398,29,0.318,0.413,0.99697,0.00302546
798238008,0.536,4644,85,0.771,0,0.0000566,0.99994
811974483,0.793,5110,86,0.593,0.493,0.00010848,0.99989
778471758,0.67,4663,85,0.771,0.973,0.00030251,0.9997
718513233,0.791,4740,78,0.95,0.103,0.00030251,0.9997
718147233,0.514,4999,95,0.557,0.338,0.00017468,0.99983
713700258,0.81,4644,79,0.612,0.642,0.00033411,0.99967
780670083,0.714,2596,48,0.846,0,0.99527,0.00472896
711438033,0.731,5750,73,0.872,0,0.00016883,0.99983
712253058,0.61,4189,83,0.976,0.598,0.0000692,0.99993
713519508,0.726,5065,80,0.667,0.499,0.0000339,0.99997
789992733,0.843,4937,75,0.974,0.696,0.0000568,0.99994
710110683,0.726,4844,83,0.976,0.128,0.0000901,0.99991
720260433,0.645,5577,95,0.759,0.506,0.00018145,0.99982
714148758,1.009,5228,68,0.7,0.81,0.00035594,0.99964
715522233,0.724,4878,92,0.804,0.522,0.00035857,0.99964
712790358,0.358,2219,44,0.63,0.446,0.99819,0.00181217
714943233,0.775,3911,80,0.778,0.807,0.00016471,0.99984
789579033,0.665,5021,84,0.68,0.43,0.0003139,0.99969
708952758,0.71,4887,76,0.617,0.746,0.0000556,0.99994
721374033,0.624,4341,69,0.643,0.515,0.00027604,0.99972
808891983,0.644,4042,60,0.714,0.294,0.0001857,0.99981
794516508,0.532,4838,81,0.929,0,0.0000692,0.99993
714032883,0.927,4598,80,1,0.337,0.0000323,0.99997
778722033,0.755,5626,77,1.081,0.556,0.0000432,0.99996
823578483,0.558,4429,78,0.529,0.813,0.0000562,0.99994
715148658,0.595,4684,86,0.755,0.282,0.00030251,0.9997
709669533,0.391,4488,88,0.833,0.479,0.00016413,0.99984
787467858,0.59,4081,54,0.421,0.059,0.0000764,0.99992
708671733,0.598,4091,71,0.651,0.723,0.00031726,0.99968
709790058,0.558,4985,87,0.776,0.237,0.0000972,0.9999
712714008,0.876,4714,81,0.8,0.845,0.00020735,0.99979
715191258,0.679,4138,64,0.561,0.747,0.00021724,0.99978
757722708,0.887,4246,83,0.804,0,0.00010944,0.99989
718086783,0.929,4738,56,0.867,0,0.0000729,0.99993
815253708,0.573,4144,73,0.78,0.636,0.00011065,0.99989
715083633,0.639,5271,76,0.854,0.971,0.00018475,0.99982
792098883,0.539,3696,82,0.822,0.51,0.00013405,0.99987
711873858,0.796,4667,91,0.82,0.506,0.00018145,0.99982
713931258,0.315,1988,42,0.355,0,0.99814,0.00186317
787591008,0.651,4955,83,0.627,0.522,0.0000354,0.99996
801518958,0.919,4139,69,0.865,0,0.00028395,0.99972
713068833,0.762,4687,85,0.932,0.622,0.0000732,0.99993
710566533,0.564,4159,67,0.718,0.603,0.00031211,0.99969
789151983,0.774,5244,87,0.706,0.271,0.00031726,0.99968
766673433,0.916,4512,80,0.778,0.413,0.00034872,0.99965
807589908,0.68,4189,80,0.667,0.462,0.0000779,0.99992
708190158,0.983,2750,41,0.367,0.831,0.98528,0.01472
784895358,0.612,2870,49,0.75,0,0.99649,0.00350838
710090133,0.597,3908,80,0.702,0.416,0.00027607,0.99972
799242033,0.539,4598,86,0.623,0.808,0.00027297,0.99973
719377383,0.753,4957,90,0.765,0.186,0.00018612,0.99981
710371683,0.555,4097,67,0.763,0.581,0.0000836,0.99992
719926683,0.842,4754,77,0.674,0.105,0.00011482,0.99989
793597833,0.537,4466,69,0.533,0.632,0.00010953,0.99989
713739708,0.499,4479,71,0.69,0.849,0.00025237,0.99975
709389558,0.566,4641,85,0.7,0,0.0000677,0.99993
811907583,0.605,4240,67,0.396,0.207,0.00012274,0.99988
709087983,0.62,5020,94,0.843,0,0.00028744,0.99971
712774908,0.794,5111,83,0.66,0.715,0.00011604,0.99988
820639908,0.702,4378,81,0.884,0.959,0.00007,0.99993
713497983,0.627,3459,53,0.71,0,0.00011423,0.99989
713489358,0.811,3763,82,0.864,0,0.00017987,0.99982
711381183,0.69,4485,85,0.889,0.793,0.00019771,0.9998
814989933,0.778,5575,73,0.738,0.589,0.00007,0.99993
711847833,0.705,4833,71,0.69,0.583,0.00011382,0.99989
772837083,0.781,3906,87,0.977,0,0.00011256,0.99989
713652783,1.04,5568,90,0.957,0.515,0.0000313,0.99997
719202708,0.742,4633,84,0.68,0.096,0.0000692,0.99993
714566133,0.621,4621,91,0.75,0.727,0.00011382,0.99989
717553683,0.774,4608,61,1.033,0.828,0.0000956,0.9999
814987983,0.85,4835,77,0.75,0.186,0.0000901,0.99991
789588933,0.609,3912,79,0.975,0,0.0000332,0.99997
714317058,0.601,3946,63,0.75,0.513,0.00010848,0.99989
772271508,0.726,2320,42,0.448,0,0.99691,0.00308778
716366208,0.986,5221,82,0.673,0,0.0000952,0.9999
710971908,0.79,4898,80,0.667,0.473,0.00027604,0.99972
711412533,0.636,2416,45,0.667,0.286,0.99889,0.00110835
720593583,0.621,5152,90,0.765,0.21,0.00016471,0.99984
720165258,0.858,5357,91,0.978,0.735,0.00010545,0.99989
716147658,0.649,4739,86,0.792,0.65,0.00011153,0.99989
778436283,0.601,4015,76,1,0.439,0.0001106,0.99989
711492258,0.761,5298,71,0.919,0.781,0.0000203,0.99998
771106458,0.689,4609,61,0.794,0.537,0.00020484,0.9998
713183508,0.821,4861,82,0.822,0.421,0.00016413,0.99984
710832108,0.895,4552,81,0.8,0.262,0.00033251,0.99967
719940483,0.712,4841,88,0.725,0.789,0.00010684,0.99989
715207458,0.514,4802,90,0.8,0.529,0.0000708,0.99993
716839983,0.665,4520,75,0.923,0,0.00018146,0.99982
781073733,0.898,4793,88,0.63,0,0.00030251,0.9997
757594083,0.616,4530,74,0.762,0,0.0000827,0.99992
764496708,0.825,4961,82,0.783,0,0.00029408,0.99971
714080433,0.685,4758,67,0.558,0.568,0.00018054,0.99982
757675158,0.687,4904,85,0.7,0.679,0.00023623,0.99976
715361433,0.713,4194,78,0.857,0.53,0.0001861,0.99981
778191933,0.631,2305,42,0.448,0.353,0.99895,0.00104798
718792758,0.67,5121,80,0.702,0.174,0.00019396,0.99981
709738008,0.576,5033,81,0.8,0.377,0.00016195,0.99984
799020258,0.488,4797,82,0.907,0,0.0000566,0.99994
718152333,0.725,3607,51,0.821,0,0.99958,0.00042446
716324583,0.75,4577,81,0.688,0.658,0.00014137,0.99986
720887058,0.655,4753,87,0.812,0,0.00019751,0.9998
714825408,0.595,4971,65,0.757,0.882,0.00030516,0.99969
788620083,0.78,4563,89,0.712,0.596,0.00011811,0.99988
719490108,0.883,4854,74,0.947,0.629,0.00011256,0.99989
709044183,0.691,3995,64,0.561,0.033,0.00034503,0.99965
756944133,0.662,4452,89,0.894,0.585,0.0000972,0.9999
785285883,0.76,2622,53,0.71,0,0.99814,0.00186317
779770683,0.638,5047,79,0.837,0,0.00032275,0.99968
718510983,0.639,3720,89,0.894,0,0.00020516,0.99979
710322033,0.857,4515,77,0.925,0.689,0.0000303,0.99997
710560008,0.647,4588,75,0.923,0.917,0.0000677,0.99993
711298458,0.691,2338,40,0.6,0,0.99845,0.00154849
789164283,0.609,4726,87,0.812,0.743,0.0000817,0.99992
715773783,0.741,2558,38,0.652,0.134,0.99807,0.00193323
779158533,0.647,4774,74,0.805,0.598,0.00032275,0.99968
720463833,0.72,5022,76,0.854,0.263,0.0000585,0.99994
712747758,0.445,2037,43,0.387,0,0.99518,0.00481999
771067308,0.758,5616,73,0.659,0.628,0.0000556,0.99994
750995508,0.313,1679,29,0.318,0.223,0.99711,0.00288892
716171358,0.731,4460,85,0.771,0.501,0.00011061,0.99989
794637333,0.546,3881,77,0.791,0,0.00010284,0.9999
718437033,0.731,2527,38,0.583,0.473,0.99462,0.00538
718492908,0.605,4636,86,0.72,0.471,0.00019313,0.99981
716033508,1.172,4514,66,1.2,0.229,0.00017987,0.99982
717603858,0.522,4325,77,0.75,0.317,0.0000692,0.99993
714741933,0.785,4033,76,1,0.178,0.0000635,0.99994
716558283,0.729,5247,84,0.615,0.645,0.0000977,0.9999
719022558,0.818,5106,74,0.762,0.509,0.0003262,0.99967
717334233,0.669,4804,79,0.881,0.264,0.0001736,0.99983
709222008,0.464,2422,41,0.464,0.468,0.9983,0.00169532
719192808,0.663,4674,71,0.821,0.678,0.0000348,0.99997
719281533,0.69,5076,84,0.826,0.472,0.0000935,0.99991
710877108,0.613,4171,75,1.206,0.473,0.0000503,0.99995
714155283,0.752,4861,77,0.638,0.125,0.0000729,0.99993
771214083,0.761,4891,65,0.806,0,0.0001861,0.99981
770581983,0.861,4885,88,0.63,0,0.0000972,0.9999
718742808,0.788,2877,49,0.581,0.153,0.99701,0.00298772
710257683,0.585,4520,73,0.659,0.033,0.00011811,0.99988
721426383,0.775,2424,40,0.6,0.168,0.98696,0.01304
721041483,0.426,2032,39,0.444,0.192,0.99425,0.00575
719922558,0.739,5346,84,0.787,0,0.00021724,0.99978
715072533,0.726,4456,75,0.974,0,0.00016195,0.99984
716214108,0.592,4892,80,0.818,0,0.000074,0.99993
772216833,0.582,4510,88,0.66,0.706,0.0000709,0.99993
708553008,0.602,4711,64,0.882,0.514,0.00017468,0.99983
778880358,0.595,4208,71,0.919,0.663,0.00031726,0.99968
720258183,0.689,5421,75,0.829,0.742,0.00031726,0.99968
720689583,0.769,5657,91,0.517,0.519,0.00030516,0.99969
758168133,0.544,4325,86,0.72,0.255,0.0000905,0.99991
716322783,0.665,4538,74,0.762,0.756,0.00012982,0.99987
711118083,0.729,4504,80,1.051,0.712,0.000072,0.99993
709591533,0.686,3474,60,0.667,0.629,0.0000935,0.99991
794556333,0.711,5236,77,1.026,0.516,0.00033251,0.99967
771630783,0.781,4786,87,0.776,0.513,0.0000556,0.99994
708672708,0.71,3990,65,1.031,0.073,0.00030842,0.99969
715590258,0.76,4700,69,0.643,0.528,0.0000999,0.9999
714241083,0.748,4349,58,0.812,0.383,0.000087,0.99991
708416433,0.597,2499,41,0.464,0,0.99395,0.00605
779183958,0.502,2469,38,0.267,0,0.99807,0.00193323
709061658,0.749,4534,87,0.977,0.462,0.00017969,0.99982
717384183,0.725,4863,79,1.135,0.767,0.00011256,0.99989
778921908,0.7,4559,80,0.905,0.254,0.00011061,0.99989
714745608,0.854,5524,71,0.972,0.675,0.00037272,0.99963
709200633,0.508,5443,73,0.973,0,0.00034315,0.99966
714714558,1.177,4698,75,0.923,0.825,0.00018494,0.99982
801363633,0.862,5200,81,0.929,0.496,0.00011382,0.99989
778847808,0.712,4911,82,0.864,0.47,0.00020077,0.9998
713015433,0.736,4543,71,0.775,0.458,0.00042141,0.99958
711666708,0.798,2888,50,0.562,0.802,0.99801,0.00198853
809631483,0.678,4452,83,0.729,0,0.00011311,0.99989
808967883,0.886,5069,76,1.111,0.604,0.0000234,0.99998
710532258,0.924,4906,83,0.804,0.684,0.0000335,0.99997
812235108,0.873,4301,58,1.417,0.186,0.00030251,0.9997
817293258,0.726,4017,63,0.853,0.791,0.0000562,0.99994
714695883,0.648,4071,75,0.829,0.587,0.00020321,0.9998
738062658,0.409,4231,62,0.55,0.103,0.0003139,0.99969
709518858,0.7,4891,87,0.776,0,0.0000332,0.99997
819634233,0.101,1507,33,0.222,0,0.99129,0.00871
711272058,0.866,4216,71,1.367,0.599,0.00031726,0.99968
716262708,0.571,4447,71,0.821,0.499,0.00017488,0.99983
708928008,0.7,4035,87,0.891,0,0.00010545,0.99989
765755283,0.714,4588,74,0.762,0.094,0.0000926,0.99991
711922158,0.778,5109,62,0.722,0,0.00030251,0.9997
773177358,0.72,5372,93,0.788,0.3,0.00011811,0.99988
779638983,0.728,4592,83,0.804,0.741,0.00031726,0.99968
708723858,0.812,3843,67,0.634,0.502,0.0000972,0.9999
712184133,0.635,5089,80,0.455,0.646,0.00031231,0.99969
709948233,0.714,5347,87,0.74,0.776,0.00039004,0.99961
709415583,0.626,4490,66,0.833,0.372,0.0000365,0.99996
714005508,0.74,4323,64,0.684,0.489,0.00011937,0.99988
712407033,0.623,4174,59,0.735,0.07,0.00015262,0.99985
